cation,anion_family,compound_name,formula,base_formula,hydration,hydration_formula,phase_at_25C,state_description,molar_mass_g_per_mol,DfH0_kJ_per_mol,DfH_298K_kJ_per_mol,DfG_298K_kJ_per_mol,H_H0_298K_kJ_per_mol,S_298K_J_per_molK,Cp_298K_J_per_molK,Cp_mass_J_per_kgK_298K,Tm_C,Tm_K,Tb_C,Tb_K,Td_C,Hfus_kJ_per_mol,Hvap_kJ_per_mol,Hsub_kJ_per_mol,density_g_per_cm3,thermal_conductivity_W_per_mK,viscosity_mPa_s,hardness_Mohs,stability_range_C_min,stability_range_C_max,decomposition_products,Cp_equation_type,Cp_coeff_a,Cp_coeff_b,Cp_coeff_c,Cp_temp_range_K_min,Cp_temp_range_K_max,pressure_kPa,source_thermodynamic,source_physical_properties,source_transition_temps,data_quality,CAS,notes,CID_pubchem,color,odor,solubility,stability,toxicity_hazard,Tm_C_pubchem,Tb_C_pubchem,Td_C_pubchem,density_pubchem,flash_point_C,vapor_pressure_mmHg
Cr,chloride,Chromium(III) chloride,CrCl3,CrCl3,anhydrous,,solid,,158.355,-556.3,-556.5,-486.1,17.66,123.0,91.8,579.7101449275362,1152.0,1425.15,1300.0,1573.15,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,10025-73-7,,24808.0,"Violet, lustrous, hexagonal, crystalline scales; Red-violet crystals; Bright purple plates",,"Insoluble in water; Insoluble in alcohol; Slightly soluble in hot water. Insoluble in cold water, alcohol, acetone, methanol, and ether; Addition of a trace of chromium dichloride (CrCl2) or wetting agent aid in rapid solution in water, alcohol; Solubility in water: none",Stable under recommended storage conditions; Extremely unstable,,1152.0,1300.0,,,,
Cr,chloride,,CrO2Cl2,CrO2Cl2,anhydrous,,liquid,,154.9008,,-579.5,-510.8,,221.8,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cr,chloride,,CrICl2,CrICl2,anhydrous,,solid,,249.8064,,-418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cr,nitride,Chromium nitride,CrN,CrN,anhydrous,,solid,,66.0027,,-124.7,,,,46.0,696.9411857393713,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,262-76-0,,6438343.0,,,,,,,,,,,
Cr,nitride,,Cr2N,Cr2N,anhydrous,,solid,,117.9987,,-127.6,,,,72.4,613.5660816602217,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cr,carbide,,Cr3C2,Cr3C2,anhydrous,,solid,,180.0104,-81.63,-80.8,-81.6,15.15,85.44,98.45,546.9128450356201,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cr,carbide,,Cr7C3,Cr7C3,anhydrous,,solid,,400.0056,,-161.9,-166.9,,200.8,208.87,522.1676896523448,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Cr,carbide,,Cr23C6,Cr23C6,anhydrous,,solid,,1267.9752,,-364.8,-373.6,,610.0,624.3,492.3597874784932,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Fe,oxide,,FeCr2O4,FeCr2O4,anhydrous,,solid,,223.8366,,-1444.7,-1343.8,,146.0,133.64,597.0426641576936,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ti,oxide,,TiO,TiO,anhydrous,,solid,α,63.8994,-516.68,-519.7,-495.0,6.19,50.0,39.96,625.3579845820149,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ti,oxide,anatase,TiO2,TiO2,anhydrous,,solid,,79.8988,-934.87,-939.7,-884.5,8.627,49.92,55.48,694.378388661657,1843.0,2116.15,2972.0,3245.15,,66.0,,,4.23,,,,,,,,,,,,,101.325,NBS Tables,,,A,13463-67-7,,,,,,,,,,,,,
Ti,oxide,brookite,TiO2,TiO2,anhydrous,,solid,,79.8988,,-941.8,,,,,,1843.0,2116.15,2972.0,3245.15,,66.0,,,4.23,,,,,,,,,,,,,101.325,NBS Tables,,,A,13463-67-7,,,,,,,,,,,,,
Ti,oxide,rutile,TiO2,TiO2,anhydrous,,solid,,79.8988,-939.7,-944.7,-889.5,8.64,50.33,55.02,688.621105698709,1843.0,2116.15,2972.0,3245.15,,66.0,,,4.23,,,,,,,,,,,,,101.325,NBS Tables,,,A,13463-67-7,,,,,,,,,,,,,
Ti,oxide,hydrated ppt.,TiO2,TiO2,anhydrous,,solid,,79.8988,,-919.6,,,,,,1843.0,2116.15,2972.0,3245.15,,66.0,,,4.23,,,,,,,,,,,,,101.325,NBS Tables,,,A,13463-67-7,,,,,,,,,,,,,
Ti,oxide,Titanium dioxide,TiO2,TiO2,anhydrous,,amorphous,,79.8988,,-879.0,,,,,,1843.0,2116.15,2972.0,3245.15,,66.0,,,4.23,,,,,,,,,,,,,101.325,NBS Tables,,,A,13463-67-7,,,,,,,,,,,,,
Ti,oxide,,Ti2O3,Ti2O3,anhydrous,,solid,,143.7982,-1512.6,-1520.9,-1434.2,14.355,78.78,97.36,677.0599353816667,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,1344-54-3,,123111.0,,,,,,,,,,,
Ti,oxide,,Ti3O5,Ti3O5,anhydrous,,solid,,223.697,-2446.34,-2459.4,-2317.4,23.1,129.3,154.81,692.0521956038749,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ti,fluoride,,TiF4,TiF4,anhydrous,,amorphous,,123.8936,-1647.16,-1649.3,-1559.3,20.255,133.97,114.27,922.3236712792266,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7783-63-3,,121824.0,,,,,,,,,,,
Ti,chloride,,TiCl2,TiCl2,anhydrous,,solid,,118.806,-513.13,-513.8,-464.4,13.31,87.4,69.83,587.7649276972544,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,10049-06-6,,66228.0,,,,,,,,,,,
Ti,chloride,,TiCl3,TiCl3,anhydrous,,solid,,154.259,-723.25,-720.9,-653.5,20.92,139.7,97.15,629.7849720275642,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7705-07-9,,62646.0,,,,,,,,,,,
Ti,chloride,Titanium tetrachloride,TiCl4,TiCl4,anhydrous,,solid,,189.712,-819.02,,,,,,,-24.1,249.04999999999998,136.4,409.54999999999995,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7550-45-0,,24193.0,Colorless liquid; Yellow liquid,,"Sol in cold water, alcohol; Sol in dilute hydrochloric acid; Sol in most organic solvents; decomposed by water; Solubility in water: reaction",EVOLVES DENSE WHITE FUMES; CONCENTRATED AQ SOLN ARE STABLE,,-24.1,136.4,,,,
Ti,chloride,Titanium tetrachloride,TiCl4,TiCl4,anhydrous,,liquid,,189.712,,-804.2,-737.2,,252.34,145.18,765.2652441595683,-24.1,249.04999999999998,136.4,409.54999999999995,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7550-45-0,,24193.0,Colorless liquid; Yellow liquid,,"Sol in cold water, alcohol; Sol in dilute hydrochloric acid; Sol in most organic solvents; decomposed by water; Solubility in water: reaction",EVOLVES DENSE WHITE FUMES; CONCENTRATED AQ SOLN ARE STABLE,,-24.1,136.4,,,,
Ti,chloride,,TiOCl,TiOCl,anhydrous,,solid,,99.3524,,-753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ti,sulfide,,TiS,TiS,anhydrous,,solid,,79.964,,-238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,138754.0,,,,,,,,,,,
Ti,sulfide,,TiS2,TiS2,anhydrous,,solid,,112.028,,,,,78.37,67.91,606.1877387795907,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ti,sulfide,,TiCl4·H2S,TiCl4·H2S,anhydrous,,solid,,223.792,,-861.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ti,sulfide,,TiCl4·2H2S,TiCl4·2H2S,anhydrous,,solid,,257.872,,-912.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ti,sulfide,,TiBr4·H2S,TiBr4·H2S,anhydrous,,solid,,401.616,,-672.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ti,sulfide,,TiBr4·2H2S,TiBr4·2H2S,anhydrous,,solid,,435.696,,-722.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ti,nitride,Titanium nitride,TiN,TiN,anhydrous,,solid,,61.9067,-334.43,-338.1,-309.6,5.485,30.25,37.07,598.8043297413689,2950.0,3223.15,2507.22,2780.37,,,,,5.22,,,,,,,,,,,,,101.325,NBS Tables,,,A,25583-20-4,,5352426.0,"Cubic (gray); tetragonal (white); rhomboidal (tin brittle); Almost silver-white, lustrous soft, very malleable & ductile metal; only slightly tenacious; easily powdered; when bent emits crackling ""tin cry""; brittle @ 200 °C; brinell hardness 2.9; at -40 °C crumbles to gray amorphous powder (gray tin); slowly changes back above 20 °C to white tin",,"Insoluble (NIOSH, 2024); SOL IN HYDROCHLORIC ACID, SULFURIC ACID, AQUA REGIA, ALKALI; SLIGHTLY SOL IN DIL NITRIC ACID; INSOL IN WATER; Solubility in water: none; Insoluble","STABLE IN AIR, BUT WHEN IN POWDER FORM IT OXIDIZES, ESP IN PRESENCE OF MOISTURE; stablilizes <18 °C",,231.67,2507.22,,,,
Ti,chloride,,TiCl4·POCl3,TiCl4·POCl3,anhydrous,,solid,,343.0442,,-1460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ti,chloride,,TiCl4·2POCl3,TiCl4·2POCl3,anhydrous,,solid,,496.3764,,-2025.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ti,chloride,,TiCl4·PH3,TiCl4·PH3,anhydrous,,solid,,223.7098,,-876.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ti,chloride,,TiCl4·2PH3,TiCl4·2PH3,anhydrous,,solid,,257.7076,,-916.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ti,carbide,Titanium carbide,TiC,TiC,anhydrous,,solid,,59.9112,-183.26,-184.5,-180.7,4.607,24.23,33.64,561.4976832378587,3067.0,3340.15,,,,34.4,,,4.93,,,,,,,,,,,,,101.325,NBS Tables,,,A,12070-08-5,,,,,,,,,,,,,
Ti,boride,Titanium diboride,TiB2,TiB2,anhydrous,,solid,,69.522,-322.2,-323.8,-319.7,5.577,28.49,44.27,636.7768476165818,3225.0,3498.15,,,,,,,4.52,,,,,,,,,,,,,101.325,NBS Tables,,,A,12045-63-5,,11412340.0,,,,,,,,,,,
Al,oxide,,Al2TiO5,Al2TiO5,anhydrous,,solid,,181.86,,,,,109.6,136.4,750.0274936764544,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Zn,oxide,,ZnTiO3,ZnTiO3,anhydrous,,solid,,161.2682,,-1302.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Zn,oxide,,Zn2TiO4,Zn2TiO4,anhydrous,,solid,,242.6376,,-1647.7,-1534.2,,143.1,137.32,565.9469101243996,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Zr,oxide,Zirconium dioxide,ZrO2,ZrO2,anhydrous,,solid,"α, monoclinic",123.2188,-1095.095,-1100.56,-1042.79,8.749,50.38,56.19,456.01807516385486,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,1314-23-4,,62395.0,,,,,,,,,,,
Zr,oxide,Zirconium dioxide,ZrO2,ZrO2,anhydrous,,solid,hydrated precipitate,123.2188,,-1089.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,1314-23-4,,62395.0,,,,,,,,,,,
Zr,oxide,,ZrO3,ZrO3,anhydrous,,solid,precipitated,139.2182,,-1008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Zr,fluoride,Zirconium tetrafluoride,ZrF4,ZrF4,anhydrous,,solid,"β, monoclinic",167.2136,-1905.56,-1911.3,-1809.9,17.502,104.6,103.72,620.2844744685838,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,13842-94-9,,82216.0,,,,,,,,,,,
Zr,chloride,,ZrCl,ZrCl,anhydrous,,solid,,126.673,,-264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Zr,chloride,,ZrCl2,ZrCl2,anhydrous,,solid,,162.126,,-502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Zr,chloride,,ZrCl3,ZrCl3,anhydrous,,solid,,197.579,,-749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Zr,chloride,Zirconium tetrachloride,ZrCl4,ZrCl4,anhydrous,,solid,,233.032,-981.57,-980.52,-889.9,24.924,181.6,119.79,514.0495725908888,437.0,710.15,331.0,604.15,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,11126-30-0,,24817.0,Lustrous monoclinic crystals; White monoclinic crystals; hygroscopic,,"Decomposed by water to form ZrOCl2 and HCl; Reacts with water; Soluble in alcohol, ether",Stable under recommended storage conditions.; ...Forms hydrochloric acid vapor and gives off fumes in moist air.,,437.0,331.0,,,,
Zr,sulfide,,ZrS2,ZrS2,anhydrous,,solid,,155.348,,-566.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Zr,sulfate,,Zr(SO4)2,Zr(SO4)2,anhydrous,,solid,,283.3432,,-2217.1,,,,172.0,607.0376843347573,410.0,683.15,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,14644-61-2,,26793.0,White crystals,,"Crystalline solid. Converted to monohydrate at 100 °C, to anhydrous form at 380 °C; solubility in water at 18 °C: 52.5 g/100 g solution. A solution at room temperature deposits a solid on standing. The more dilute the solution the more rapid the decomposition /Zirconium sulfate tetrahydrate/; Soluble in water; Slightly soluble in ethanol","Solution at room temperature deposits a solid on standing. The more dilute the solution, the more rapid the deposition. /Zirconium sulfate tetrahydrate/; When heated to 70 °C for 2 hours ... zirconium sulfate solutions ... were considered unstable at metal concentrations below 0.64 M or at sulfur trioxide:zirconium oxide (SO3:ZrO2) ratios < 1.2. /Zirconium sulfate solutions/",,410.0,,,,,
Zr,nitride,Zirconium nitride,ZrN,ZrN,anhydrous,,solid,,105.2267,-361.58,-364.8,-336.4,6.59,38.87,40.42,384.1230410152557,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Zr,carbide,Zirconium carbide,ZrC,ZrC,anhydrous,,solid,,103.2312,-202.21,-202.9,-199.6,5.862,33.3,37.91,367.23393702679033,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Zr,oxide,,ZrSiO4,ZrSiO4,anhydrous,,solid,,183.3036,-2022.21,-2033.4,-1919.1,14.903,84.1,98.66,538.2327461108238,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Zr,boride,Zirconium diboride,ZrB2,ZrB2,anhydrous,,solid,,112.842,-325.05,-326.4,-322.2,6.653,35.94,48.24,427.5003987876855,3245.0,3518.15,,,,,,,6.09,,,,,,,,,,,,,101.325,NBS Tables,,,A,12045-64-6,,9812765.0,,,,,,,,,,,
Y,oxide,Yttrium oxide,Y2O3,Y2O3,anhydrous,,solid,,225.8082,-1897.03,-1905.31,-1816.6,16.665,99.08,102.51,453.9693421230939,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Y,fluoride,Yttrium fluoride,YF3,YF3,anhydrous,,solid,,145.9002,,-1718.8,-1644.7,,100.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,448671.0,,,,,,,,,,,
Y,chloride,Yttrium chloride,YCl3,YCl3,anhydrous,,solid,,195.264,,-1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,10361-92-9,,10198055.0,,,,,,,,,,,
Y,chloride,,Y(OH)2Cl,Y(OH)2Cl,anhydrous,,solid,,158.3728,,,-1246.3,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Y,chloride,,Y2(OH)5Cl,Y2(OH)5Cl,anhydrous,,solid,,298.3,,,-2549.1,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Y,sulfate,,Y2(SO4)3,Y2(SO4)3,anhydrous,,solid,,465.9948,,,-3626.5,,,577.0,1238.2112418421837,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Y,carbide,,YC2,YC2,anhydrous,,solid,,112.9274,,-109.0,-109.0,,54.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,24951652.0,,,,,,,,,,,
Y,carbonate,,Y2(CO3)3,Y2(CO3)3,anhydrous,,solid,,357.8382,,,-3147.9,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Y,nitride,,YZn,YZn,anhydrous,,solid,,154.275,,-84.1,-77.0,,63.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Y,nitride,,YZn2,YZn2,anhydrous,,solid,α,219.645,,-143.1,-131.4,,88.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Y,nitride,,YZn3,YZn3,anhydrous,,solid,,285.015,,-164.4,-149.0,,117.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Y,nitride,,YZn4,YZn4,anhydrous,,solid,,350.385,,-186.2,-168.2,,151.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Y,nitride,,YZn5,YZn5,anhydrous,,solid,,415.755,,-218.0,-194.1,,172.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Y,nitride,,YZn11,YZn11,anhydrous,,solid,,807.975,,-313.4,-283.3,,402.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Y,nitride,,Y2Zn17,Y2Zn17,anhydrous,,solid,,1289.1,,-605.8,-549.4,,607.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ce,oxide,Cerium(IV) oxide,CeO2,CeO2,anhydrous,,solid,,172.1188,-1082.82,-1088.7,-1024.6,10.368,62.3,61.63,358.0666376944297,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,1306-38-3,,73963.0,,,,,,,,,,,
Ce,oxide,Cerium(III) oxide,Ce2O3,Ce2O3,anhydrous,,solid,,328.2382,-1789.25,-1796.2,-1706.2,21.46,150.6,114.6,349.1366940228164,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ce,fluoride,Cerium(III) fluoride,CeF3,CeF3,anhydrous,,solid,,197.1152,,,,17.728,115.1,93.3,473.3272725796895,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,199727-62-3,,146157902.0,,,,,,,,,,,
Ce,chloride,Cerium(III) chloride,CeCl3,CeCl3,anhydrous,,solid,,246.479,,-1053.5,-977.8,,151.0,87.4,354.594103351604,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7790-86-5,,161282.0,,,,,,,,,,,
Ce,chloride,,CeOCl,CeOCl,anhydrous,,solid,,191.5724,,-1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ce,sulfide,,CeS,CeS,anhydrous,,solid,,172.184,-460.49,-459.4,-451.5,10.837,78.2,49.96,290.15471820842816,-31.7,241.45,195.0,468.15,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,140-57-8,,8809.0,Colorless liquid; Clear light-colored oil,,"Practically insol in water; miscible with many organic solvents; solubility in petroleum oils decr rapidly with decr temperatures; > 10% in ethanol; > 10% in benzene; > 10% in acetone; For more Solubility (Complete) data for ARAMITE (7 total), please visit the HSDB record page.",STABILITY IN SOLN DECREASES IN STRONG ACID OR ALKALI; TECHNICAL MATERIAL IS DECOMPOSED BY SUNLIGHT AND DEVELOPS ODOR OF SULFUR DIOXIDE. /TECHNICAL MATERIAL/,,-31.7,195.0,,,,
Ce,sulfide,,CeS2,CeS2,anhydrous,,solid,,204.248,,-612.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ce,sulfide,,Ce2S3,Ce2S3,anhydrous,,solid,,376.432,,-1188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,12014-93-6,,159394.0,,,,,,,,,,,
Ce,sulfide,,Ce3S4,Ce3S4,anhydrous,,solid,,548.616,,-1661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ce,sulfate,Cerium(III) sulfate,Ce2(SO4)3,Ce2(SO4)3,anhydrous,,solid,,568.4248,,-3954.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ce,nitride,,CeN,CeN,anhydrous,,solid,,154.1267,,-331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,27920-90-7,,446570.0,,,,,,,,,,,
Ce,carbide,,CeC2,CeC2,anhydrous,,solid,,164.1424,,-63.0,-63.6,,84.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ce,boride,,CeB6,CeB6,anhydrous,,solid,,204.986,,-339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ce,nitride,,CeZn,CeZn,anhydrous,,solid,,205.49,,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Ce,oxide,,CeCrO3,CeCrO3,anhydrous,,solid,,240.1142,,-1540.0,-1452.0,,105.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
La,oxide,Lanthanum oxide,La2O3,La2O3,anhydrous,,solid,,325.8182,-1787.36,-1793.7,-1705.8,19.841,127.32,108.78,333.8671688690196,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,3280778.0,,,,,,,,,,,
La,chloride,Lanthanum chloride,LaCl3,LaCl3,anhydrous,,solid,,245.269,,-1071.1,,,,108.8,443.594583905834,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,10099-58-8,,64735.0,,,,,,,,,,,
La,chloride,,LaOCl,LaOCl,anhydrous,,solid,,190.3624,,-1010.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
La,sulfide,,LaS,LaS,anhydrous,,solid,,170.974,-455.6,-456.0,-451.5,10.9,73.2,59.0,345.0817083299215,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
La,sulfide,,La2S3,La2S3,anhydrous,,solid,,374.012,,-1209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,12031-49-1,,165996.0,,,,,,,,,,,
La,sulfate,,La2(SO4)3,La2(SO4)3,anhydrous,,solid,,566.0048,,-3941.3,,,,280.0,494.6954513459956,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
La,nitride,,LaN,LaN,anhydrous,,solid,,152.9167,,-303.3,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
La,carbide,,LaC2,LaC2,anhydrous,,solid,,162.9324,,-71.0,-72.4,,71.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,12071-15-7,,123280.0,,,,,,,,,,,
La,carbonate,,La2(CO3)3,La2(CO3)3,anhydrous,,solid,,457.8482,,,-3141.6,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,587-26-8,,168924.0,White powder,,Practically insoluble.; Soluble in acids; Practically insoluble in water,,,,,,,,
La,boride,,LaB6,LaB6,anhydrous,,solid,,203.776,,-130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,oxide,macrocrystal (periclase),MgO,MgO,anhydrous,,solid,,40.3114,-597.53,-601.7,-569.43,5.167,26.94,37.15,921.5755344641964,2852.0,3125.15,3600.0,3873.15,,77.0,,,3.58,,,,,,,,,,,,,101.325,NBS Tables,,,A,1309-48-4,,,,,,,,,,,,,
Mg,oxide,microcrystal,MgO,MgO,anhydrous,,solid,,40.3114,-593.936,-597.98,-565.95,5.297,27.91,37.66,934.2270424743372,2852.0,3125.15,3600.0,3873.15,,77.0,,,3.58,,,,,,,,,,,,,101.325,NBS Tables,,,A,1309-48-4,,,,,,,,,,,,,
Mg,fluoride,Magnesium fluoride,MgF2,MgF2,anhydrous,,solid,,62.3088,-1119.51,-1123.4,-1070.2,9.916,57.24,61.59,988.4639087897698,1263.0,1536.15,2239.0,2512.15,,58.7,,,3.148,,,,,,,,,,,,,101.325,NBS Tables,,,A,7783-40-6,,,,,,,,,,,,,
Mg,chloride,Magnesium chloride,MgCl2,MgCl2,anhydrous,,solid,,95.218,-640.905,-641.32,-591.79,13.757,89.62,71.38,749.6481757650864,714.0,987.15,1412.0,1685.15,,43.1,,,2.32,,,,,,,,,,,,,101.325,NBS Tables,,,A,7786-30-3,,,,,,,,,,,,,
Mg,chloride,,MgO·MgCl2,MgO·MgCl2,anhydrous,,solid,,135.5294,,-1307.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,chloride,,MgOHCl,MgOHCl,anhydrous,,solid,,76.7724,,-799.6,-731.7,,83.7,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Mg,sulfide,Magnesium sulfide,MgS,MgS,anhydrous,,solid,,56.376,-344.93,-346.0,-341.8,8.335,50.33,45.56,808.145310061019,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,445507.0,,,,,,,,,,,
