cation,anion_family,compound_name,formula,base_formula,hydration,hydration_formula,phase_at_25C,state_description,molar_mass_g_per_mol,DfH0_kJ_per_mol,DfH_298K_kJ_per_mol,DfG_298K_kJ_per_mol,H_H0_298K_kJ_per_mol,S_298K_J_per_molK,Cp_298K_J_per_molK,Cp_mass_J_per_kgK_298K,Tm_C,Tm_K,Tb_C,Tb_K,Td_C,Hfus_kJ_per_mol,Hvap_kJ_per_mol,Hsub_kJ_per_mol,density_g_per_cm3,thermal_conductivity_W_per_mK,viscosity_mPa_s,hardness_Mohs,stability_range_C_min,stability_range_C_max,decomposition_products,Cp_equation_type,Cp_coeff_a,Cp_coeff_b,Cp_coeff_c,Cp_temp_range_K_min,Cp_temp_range_K_max,pressure_kPa,source_thermodynamic,source_physical_properties,source_transition_temps,data_quality,CAS,notes,CID_pubchem,color,odor,solubility,stability,toxicity_hazard,Tm_C_pubchem,Tb_C_pubchem,Td_C_pubchem,density_pubchem,flash_point_C,vapor_pressure_mmHg
Na,borate,,Na2O·4B2O3,Na2O·4B2O3,anhydrous,,amorphous,,340.4598,,-5853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,fluoride,,NaBF4,NaBF4,anhydrous,,solid,,109.7944,-1841.13,-1844.7,-1750.1,21.719,145.31,120.25,1095.2289005632344,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,13755-29-8,,4343483.0,,,,,,,,,,,
Na,fluoride,,NaOH·BF3,NaOH·BF3,anhydrous,,solid,,107.8034,,-1651.4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,NaAlO2,NaAlO2,anhydrous,,solid,,81.9701,,-1135.12,-1071.32,,70.71,73.3,894.2285052720442,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,fluoride,,Na3AlF6,Na3AlF6,anhydrous,,solid,,209.9413,,-3301.2,-3136.6,,238.5,215.89,1028.3350631819465,1000.0,1273.15,2024.0,2297.15,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,15096-52-3,,16693908.0,"MONOCLINIC CRYSTALS (NATURAL PRODUCT); AMORPHOUS POWDER (SYNTHETIC PRODUCT); Snow-white, semi-opaque masses, vitreous fracture. Monoclinic crystals with cubic habit, perfect cleavage. The natural form may be colored reddish or brown or even black, but loses this discoloration on heating.",,"0.04 % (NIOSH, 2024); SOL IN DILUTE ALKALI; SOL IN FUSED ALUMINUM, FERRIC SALTS; INSOL IN ALCOHOL; Sol in concentrated sulfuric acid; For more Solubility (Complete) data for ALUMINUM SODIUM FLUORIDE (8 total), please visit the HSDB record page.; Solubility in water, g/100ml at 25Â °C: 0.042 (very poor); 0.04%","Low melting solids or colorless, volatile liquids. /Alkylaluminum halides/; Less sensitive than trialkylaminums to oxidation upon exposure to air. /Alkylaluminum halides/",,1000.0,2024.0,,,,
Al,chloride,,AlCl3·NaCl,AlCl3·NaCl,anhydrous,,solid,,191.7833,,-1140.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Al,chloride,,AlCl3·NaBr,AlCl3·NaBr,anhydrous,,solid,,236.2393,,-1079.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Al,chloride,,AlBr3·NaCl,AlBr3·NaCl,anhydrous,,solid,,325.1513,,-961.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,"nepheline, nephelite",NaAlSiO4,NaAlSiO4,anhydrous,,solid,,142.0549,,-2092.8,-1978.1,,124.3,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,jadeite,NaAlSi2O6,NaAlSi2O6,anhydrous,,solid,,202.1397,,-3030.9,-2852.1,,133.5,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,dehydrated analcite,NaAlSi2O6,NaAlSi2O6,anhydrous,,solid,,202.1397,,-2985.3,-2819.1,,175.3,164.43,813.4473337004063,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,low albite,NaAlSi3O8,NaAlSi3O8,anhydrous,,solid,,262.2245,-3913.13,-3935.1,-3711.5,33.451,207.4,205.1,782.1542228128951,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,analbite,NaAlSi3O8,NaAlSi3O8,anhydrous,,solid,,262.2245,-3903.88,-3925.8,-3708.1,33.422,226.4,204.81,781.0483002160363,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,NaAlSi3O8,NaAlSi3O8,anhydrous,,amorphous,,262.2245,-3854.09,-3875.2,-3665.1,34.254,251.9,209.91,800.497283815967,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na2ZnO2,Na2ZnO2,anhydrous,,solid,,143.3484,,-791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,sulfate,,Na2Zn(SO4)2,Na2Zn(SO4)2,anhydrous,,solid,,303.4728,,-2418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na2CuO3,Na2CuO3,anhydrous,,solid,,157.5178,,-708.4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,carbonate,,Na2Cu(CO3)2,Na2Cu(CO3)2,anhydrous,,solid,,229.5384,,-1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,NaFeO2,NaFeO2,anhydrous,,solid,,110.8356,,-698.18,-639.95,,88.3,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,fluoride,,NaFeF3,NaFeF3,anhydrous,,solid,,135.832,,-1287.4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,chloride,,NaFeCl4,NaFeCl4,anhydrous,,solid,,220.6488,,-814.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na2MnO4,Na2MnO4,anhydrous,,solid,,164.9152,,-1156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,chloride,,NaMnCl3,NaMnCl3,anhydrous,,solid,,184.2868,,-895.42,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,sulfate,,Na2Mn(SO4)2,Na2Mn(SO4)2,anhydrous,,solid,,293.0408,,-2490.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,NaCrO2,NaCrO2,anhydrous,,solid,,106.9846,,-878.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na2CrO4,Na2CrO4,anhydrous,,solid,,161.9732,-1334.36,-1342.2,-1234.93,26.455,176.61,142.13,877.4908441643433,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na2Cr2O7,Na2Cr2O7,anhydrous,,solid,,261.9674,,-1978.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na2CrO4·4NaOH,Na2CrO4·4NaOH,anhydrous,,solid,,321.962,,-3056.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,chloride,,Na3CrCl6,Na3CrCl6,anhydrous,,solid,,333.6834,,-1814.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na2TiO3,Na2TiO3,anhydrous,,solid,,141.8778,-1581.05,-1591.2,-1496.1,20.573,121.67,125.65,885.6212881789822,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na2Ti2O5,Na2Ti2O5,anhydrous,,solid,,221.7766,,,,28.911,173.89,174.39,786.3318312211477,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na2Ti3O7,Na2Ti3O7,anhydrous,,solid,,301.6754,,,,38.325,233.9,229.49,760.7183084865388,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,chloride,,NaTiCl3,NaTiCl3,anhydrous,,solid,,177.2488,,-953.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,chloride,,Na3TiCl6,Na3TiCl6,anhydrous,,solid,,329.5874,,-1965.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,fluoride,,NaZrF5,NaZrF5,anhydrous,,solid,,209.2018,,-2502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,chloride,,Na2ZrCl6,Na2ZrCl6,anhydrous,,solid,,349.9176,,-1828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na2ZrSiO5,Na2ZrSiO5,anhydrous,,solid,,245.2826,,-2654.7,-2508.2,,182.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na2ZrSi2O7,Na2ZrSi2O7,anhydrous,,solid,,305.3674,,-3606.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na6Zr2Si4O15,Na6Zr2Si4O15,anhydrous,,solid,,672.7138,,-7905.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na14Zr2Si10O31,Na14Zr2Si10O31,anhydrous,,solid,,1281.1386,,-16037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,oxide,,Na4CeO4,Na4CeO4,anhydrous,,solid,,296.0768,,-1946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,fluoride,,NaMgF3,NaMgF3,anhydrous,,solid,,104.297,,-1679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,sulfate,,Na2Mg(SO4)2,Na2Mg(SO4)2,anhydrous,,solid,,262.4148,,-2691.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,chloride,,Na2CaCl4,Na2CaCl4,anhydrous,,solid,,227.8716,,-1621.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,sulfate,,Na2Ca(SO4)2,Na2Ca(SO4)2,anhydrous,,solid,,278.1828,,-2829.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,sulfate,,Na4Ca(SO4)3,Na4Ca(SO4)3,anhydrous,,solid,,420.224,,-4230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,sulfate,,Na2SO4·SrSO4,Na2SO4·SrSO4,anhydrous,,solid,,325.7228,,-2830.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,sulfate,,Na2SO4·BaSO4,Na2SO4·BaSO4,anhydrous,,solid,,375.4428,,-2853.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,carbonate,,Na2CO3·BaCO3,Na2CO3·BaCO3,anhydrous,,solid,,303.3384,,-2348.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
Na,chloride,,NaLiICl,NaLiICl,anhydrous,,solid,,192.2882,,-694.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,KO2,KO2,anhydrous,,solid,,71.1008,,-284.93,-239.4,,116.7,77.53,1090.423736441784,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,KO3,KO3,anhydrous,,solid,,87.1002,,-260.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,256934-39-1,,11553430.0,,,,,,,,,,,
K,oxide,Potassium oxide,K2O,K2O,anhydrous,,solid,,94.2034,,-361.5,,,,,,740.0,1013.15,,,,,,,2.32,,,,,,,,,,,,,101.325,NBS Tables,,,A,12136-45-7,,,,,,,,,,,,,
K,oxide,,K2O2,K2O2,anhydrous,,solid,,110.2028,,-494.1,-425.1,,102.1,,,490.0,763.15,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,17014-71-0,,28202.0,Yellow amorphous solid; WHITE POWDER,,Reacts with water,,,490.0,,,,,
K,fluoride,Potassium fluoride,KF,KF,anhydrous,,solid,,58.1004,-565.773,-567.27,-537.75,10.008,66.57,49.04,844.0561510764124,858.0,1131.15,1502.0,1775.15,,27.2,,,2.481,,,,,,,,,,,,,101.325,NBS Tables,,,A,7789-23-3,,,,,,,,,,,,,
K,fluoride,,KHF2,KHF2,anhydrous,,solid,α,78.1068,-922.823,-927.68,-859.68,15.293,104.27,76.94,985.0614799223628,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7789-29-9,,11829350.0,,,,,,,,,,,
K,fluoride,,KF·2HF,KF·2HF,anhydrous,,solid,,98.1132,,-1255.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,fluoride,,KF·3HF,KF·3HF,anhydrous,,solid,,118.1196,,-1577.4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,chloride,Potassium chloride,KCl,KCl,anhydrous,,solid,,74.555,-436.433,-436.747,-409.14,11.368,82.59,51.3,688.0826235664944,770.0,1043.15,1420.0,1693.15,,26.53,159.0,,1.984,,,,,,,,,,,,,101.325,NBS Tables,,,A,7447-40-7,,,,,,,,,,,,,
K,oxide,,KClO3,KClO3,anhydrous,,solid,,122.5532,,-397.73,-296.25,,143.1,100.25,818.0120959713822,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,KClO4,KClO4,anhydrous,,solid,,138.5526,-424.781,-432.75,-303.09,21.071,151.0,112.38,811.099899965789,525.0,798.15,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7778-74-7,,516900.0,"COLORLESS CRYSTALS OR WHITE, CRYSTALLINE POWDER; Colorless orthorhombic crystals",,"17; SOL IN 65 PARTS COLD WATER, 15 PARTS BOILING WATER; PRACTICALLY INSOL IN ALCOHOL; In water, 15 g/l at 25 °C.; INSOL IN ETHER; Solubility in water, g/100ml at 20Â °C: 1.8",POTASSIUM PERCHLORATE CAPSULES HAVE EXPIRATION DATE OF 6 MO FOLLOWING DATE OF MANUFACTURE,,525.0,,,,,
K,oxide,,KBrO3,KBrO3,anhydrous,,solid,,167.0092,-348.808,-360.24,-271.16,20.941,149.16,105.19,629.8455414432259,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,KBrO4,KBrO4,anhydrous,,solid,,183.0086,-274.55,-287.86,-174.41,23.401,170.08,120.16,656.5811661309906,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,fluoride,,KF·BrF3,KF·BrF3,anhydrous,,solid,,195.0046,,-961.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,KIO3,KIO3,anhydrous,,solid,,214.0046,-495.97,-501.37,-418.35,21.3,151.46,106.48,497.5593982559253,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,KIO4,KIO4,anhydrous,,solid,,230.004,,-467.23,-361.35,,176.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,fluoride,,KIO2F2,KIO2F2,anhydrous,,solid,,236.002,,-875.71,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfide,Potassium sulfide,K2S,K2S,anhydrous,,solid,,110.268,,-380.7,-364.0,,105.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfide,,K2S2,K2S2,anhydrous,,solid,,142.332,,-432.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,129628555.0,,,,,,,,,,,
K,sulfide,,K2S3,K2S3,anhydrous,,solid,,174.396,,-467.4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfide,,K2S4,K2S4,anhydrous,,solid,,206.46,,-469.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfide,,K2S5,K2S5,anhydrous,,solid,,238.524,,-469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfide,,K2S6,K2S6,anhydrous,,solid,,270.588,,-468.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfite,Potassium sulfite,K2SO3,K2SO3,anhydrous,,solid,,158.2662,,-1125.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfate,Potassium sulfate,K2SO4,K2SO4,anhydrous,,solid,G-H-S constraint has been relaxed; see Introduction.,174.2656,-1427.271,-1437.79,-1321.37,25.435,175.56,131.46,754.3657497521026,1069.0,1342.15,1689.0,1962.15,,36.6,,,2.662,,,,,,,,,,,,,101.325,NBS Tables,,,A,7778-80-5,,,,,,,,,,,,,
K,oxide,,K2S2O3,K2S2O3,anhydrous,,solid,,190.3302,,-1173.6,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,K2S2O5,K2S2O5,anhydrous,,solid,,222.329,,-1533.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,K2S2O6,K2S2O6,anhydrous,,solid,,238.3284,,-1755.61,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,pyrosulfate,Potassium pyrosulfate,K2S2O7,K2S2O7,anhydrous,,solid,,254.3278,,-1986.6,-1791.5,,255.2,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,K2S2O8,K2S2O8,anhydrous,,solid,,270.3272,-1898.2,-1916.1,-1697.3,39.87,278.7,213.09,788.266959447662,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7727-21-1,,24412.0,"COLORLESS, TRICLINIC CRYSTALS; WHITE CRYSTALS",,"1.75 G IN 100 CC OF WATER @ 0 °C; 5.2 G IN 100 CC OF HOT WATER @ 20 °C; INSOL IN ALCOHOL; Solubility in water, g/100ml at 20Â °C: 5.2","GRADUALLY DECOMP LOSING AVAIL OXYGEN, MORE QUICKLY AT HIGHER TEMP, COMPLETELY AT ABOUT 100 °C",,,,,,,
K,oxide,,K2S3O6,K2S3O6,anhydrous,,solid,,270.3924,,-1754.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,K2S4O6,K2S4O6,anhydrous,,solid,,302.4564,-1766.65,-1780.71,-1613.34,43.79,309.66,230.79,763.0521291663857,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfide,,KHS,KHS,anhydrous,,solid,,72.174,,-265.1,,,,75.31,1043.4505500595783,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,1371635-84-5,,57388872.0,,,,,,,,,,,
K,sulfate,,KHSO4,KHSO4,anhydrous,,solid,,136.1716,,-1160.6,-1031.3,,138.1,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7646-93-7,,516920.0,,,"Freely soluble in water, insoluble in ethanol; Solubility in water, g/100ml: 49 (very good)",,,,,,,,
K,fluoride,,KSO2F,KSO2F,anhydrous,,solid,,122.1632,,-942.7,-866.9,,146.0,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,sulfite,,KSO3F,KSO3F,anhydrous,,solid,,138.1626,,-1159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,KI·4SO2,KI·4SO2,anhydrous,,solid,,422.2576,,-1676.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,Potassium nitrite,KNO2,KNO2,anhydrous,,solid,rhombic,85.1075,-370.07,-369.82,-306.55,20.38,152.09,107.4,1261.9334371236378,441.0,714.15,,,,,,,1.915,,,,,,,,,,,,,101.325,NBS Tables,,,A,7758-09-0,,,,,,,,,,,,,
K,oxide,Potassium nitrate,KNO3,KNO3,anhydrous,,solid,,101.1069,-488.96,-494.63,-394.86,18.778,133.05,96.4,953.4463028734932,334.0,607.15,400.0,673.15,,9.6,,,2.109,,,,,,,,,,,,,101.325,NBS Tables,,,A,7757-79-1,,,,,,,,,,,,,
K,oxide,,KNO2·KOH,KNO2·KOH,anhydrous,,solid,,141.2169,,-805.09,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,oxide,,KNO3·KOH,KNO3·KOH,anhydrous,,solid,,157.2163,,-922.03,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,metaphosphate,Potassium metaphosphate,KPO3,KPO3,anhydrous,,solid,,118.074,,,,16.259,108.49,90.21,764.0123990040144,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,phosphate,Potassium phosphate,K3PO4,K3PO4,anhydrous,,solid,,212.2774,,-1950.2,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7778-53-2,,62657.0,,,Freely soluble in water. Insoluble in ethanol,,,,,,,,
K,phosphate,,KH2PO4,KH2PO4,anhydrous,,solid,,136.0894,-1550.59,-1568.33,-1415.85,20.54,134.85,116.57,856.5692846026215,253.0,526.15,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,7778-77-0,,516951.0,Colorless crystals or white granular powder; White tetragonal crystals,,"Freely soluble in water. Insoluble in ethanol; Solubility: 18 g/100g water /Monopotassium phosphate anhydrous/; Soluble in about 4.5 parts water; insoluble in alcohol; Solubility: 25 g/100 cc water at 25 °C. Slightly soluble in ethanol; Solubility in water, g/100ml: 22",,,253.0,,,,,
K,pyrophosphate,,K2H2P2O7,K2H2P2O7,anhydrous,,solid,,254.1634,,-2816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,fluoride,,KPF6,KPF6,anhydrous,,solid,,184.0662,-2347.81,-2350.6,-2205.3,36.128,225.89,158.36,860.3426375945177,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,17084-13-8,,23688904.0,,,,,,,,,,,
K,carbide,,KC4,KC4,anhydrous,,solid,,87.1468,,-31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,60196738.0,,,,,,,,,,,
K,carbide,,KC8,KC8,anhydrous,,solid,,135.1916,,-33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,135567259.0,,,,,,,,,,,
K,carbide,,KC10,KC10,anhydrous,,solid,,159.214,,-25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,carbide,,KC24,KC24,anhydrous,,solid,,327.3708,,-38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,carbide,,KC36,KC36,anhydrous,,solid,,471.5052,,-42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,carbide,,KC48,KC48,anhydrous,,solid,,615.6396,,-43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,carbide,,KC60,KC60,anhydrous,,solid,,759.774,,-44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,carbonate,Potassium carbonate,K2CO3,K2CO3,anhydrous,,solid,G-H-S constraint has been relaxed; see Introduction.,138.2134,-1145.41,-1151.02,-1063.5,22.65,155.52,114.43,827.922618212127,891.0,1164.15,,,,,,,2.428,,,,,,,,,,,,,101.325,NBS Tables,,,A,584-08-7,,11430.0,"Colorless cubic crystals; hygroscopic; Granules or granular powder; White, deliquescent, granular, translucent powder",,"Very soluble in water. Insoluble in ethanol; For more Solubility (Complete) data for POTASSIUM CARBONATE (6 total), please visit the HSDB record page.; Insoluble in alcohol and acetone; 111 g/100 g water at 25 °C; Soluble in 1 part cold, 0.7 part boiling water.; Solubility in water (g K2CO3/100 g H2O): 105.5 at 0 °C; 108.0 at 10 °C; 110.5 at 20 °C; 113.7 at 30 °C; 155.7 at 100 °C; Solubility in water, g/100ml at 20Â °C: 112",,,891.0,,,,,
K,oxide,oxalate,K2C2O4,K2C2O4,anhydrous,,solid,,166.224,,-1346.8,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
K,carbonate,,KHCO3,KHCO3,anhydrous,,solid,G-H-S constraint has been relaxed; see Introduction.,100.1194,,-963.2,-863.5,,115.5,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,298-14-6,,516893.0,,,Soluble; Freely soluble in water. Insoluble in ethanol,,,,,,,,
K,oxide,,KHC2O4·H2C2O4,KHC2O4·H2C2O4,anhydrous,,solid,,218.166,,-1951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,101.325,NBS Tables,,,A,,,,,,,,,,,,,,
